CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
55	57	4	1.0	-0.000	136	0.319976803491304	Pre-P:Post-P	-1.0	55	57
57	360	4	1.0	-0.000	137	0.4063085208975503	Pre-P:Post-P	-1.0	57	360
57	546	4	0.9669	1.003	138	0.1017664981069666	Pre-P:Post-P	1.0	546	57
58	276	27	0.7602	0.000	139	0.2211224825053882	Pre-P:Post-P	-1.0	58	276
58	430	27	0.7925	0.000	140	0.06667488174570643	Pre-P:Post-P	-1.0	58	430
58	566	27	0.7232	-0.000	141	0.2205505869656601	Pre-P:Post-P	1.0	566	58
58	667	27	0.7654	-0.000	142	0.1547685511101269	Pre-P:Post-P	-1.0	58	667
58	669	27	0.8235	-0.000	143	0.2928932562320609	Pre-P:Post-P	-1.0	58	669
58	68	27	0.8088	0.000	144	0.3930612226423206	Pre-P:Post-P	-1.0	58	68
58	739	27	0.8111	-0.000	145	0.06312865506506839	Pre-P:Post-P	-1.0	58	739
59	265	22	0.8589	0.000	146	0.23308316139187524	Pre-P:Post-P	1.0	265	59
59	407	22	0.8752	-0.000	147	0.02695916334009258	Pre-P:Post-P	1.0	407	59
59	408	22	0.8597	0.000	148	0.5657318920166274	Pre-P:Post-P	1.0	408	59
59	556	22	0.887	2.015	149	2.357348951456819	Pre-P:Post-P	1.0	556	59
59	558	22	0.9054	2.015	150	0.1037225683590981	Pre-P:Post-P	1.0	558	59
59	664	22	0.8752	-0.000	151	0.39252963892484183	Pre-P:Post-P	1.0	664	59
60	427	19	0.8598	0.000	152	0.14904472230814897	Pre-P:Post-P	-1.0	60	427
60	428	19	0.8506	0.000	153	0.20269461094745475	Pre-P:Post-P	-1.0	60	428
60	431	19	0.869	-0.000	154	0.6027127140907153	Pre-P:Post-P	1.0	431	60
60	433	19	0.8604	-15.995	155	0.055261693730065786	Pre-P:Post-P	1.0	433	60
60	565	19	0.8495	-0.000	156	0.31220557318110015	Pre-P:Post-P	1.0	565	60
60	595	19	0.8244	-15.995	157	0.17985939991777436	Pre-P:Post-P	-1.0	60	595
60	64	19	0.8244	-15.995	158	0.3045470233862508	Pre-P:Post-P	1.0	64	60
60	69	19	0.8663	-0.000	159	0.24188966647885596	Pre-P:Post-P	1.0	69	60
60	702	19	0.8323	-0.000	160	0.042198319803327757	Pre-P:Post-P	-1.0	60	702
60	726	19	0.8495	-0.000	161	0.21057711065205534	Pre-P:Post-P	1.0	726	60
60	775	19	0.888	-0.000	162	0.23007793516912378	Pre-P:Post-P	1.0	775	60
62	188	14	0.8577	0.000	163	0.5578006641081295	Pre-P:Post-P	-1.0	62	188
62	254	14	0.8822	0.000	164	0.23222434700134298	Pre-P:Post-P	-1.0	62	254
62	398	14	0.863	0.000	165	0.14884889674921906	Pre-P:Post-P	-1.0	62	398
62	399	14	0.9184	0.000	166	0.039011973289565745	Pre-P:Post-P	-1.0	62	399
62	400	14	0.8797	-0.000	167	0.14452839629720113	Pre-P:Post-P	-1.0	62	400
62	401	14	0.929	-0.000	168	0.7510891626959283	Pre-P:Post-P	-1.0	62	401
62	679	14	0.8915	-0.000	169	0.5638525984518767	Pre-P:Post-P	-1.0	62	679
