CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
59	556	22	0.887	2.015	149	0.5039254964161549	Pre-HV:Post-HV	-1.0	59	556
59	558	22	0.9054	2.015	150	0.3629383173884417	Pre-HV:Post-HV	-1.0	59	558
59	664	22	0.8752	-0.000	151	0.5221950899221421	Pre-HV:Post-HV	-1.0	59	664
60	427	19	0.8598	0.000	152	2.140355384852683	Pre-HV:Post-HV	-1.0	60	427
60	428	19	0.8506	0.000	153	0.15038951618405327	Pre-HV:Post-HV	1.0	428	60
60	431	19	0.869	-0.000	154	0.06025112204527477	Pre-HV:Post-HV	1.0	431	60
60	433	19	0.8604	-15.995	155	0.09645959325376992	Pre-HV:Post-HV	1.0	433	60
60	565	19	0.8495	-0.000	156	0.09174395197084745	Pre-HV:Post-HV	1.0	565	60
60	595	19	0.8244	-15.995	157	0.004741381179420321	Pre-HV:Post-HV	-1.0	60	595
60	64	19	0.8244	-15.995	158	0.04014250277258005	Pre-HV:Post-HV	1.0	64	60
60	69	19	0.8663	-0.000	159	0.015157695266406701	Pre-HV:Post-HV	-1.0	60	69
60	702	19	0.8323	-0.000	160	0.18573723891377666	Pre-HV:Post-HV	1.0	702	60
60	726	19	0.8495	-0.000	161	0.05267373758190647	Pre-HV:Post-HV	1.0	726	60
60	775	19	0.888	-0.000	162	0.18344005203371563	Pre-HV:Post-HV	1.0	775	60
62	188	14	0.8577	0.000	163	0.38988516635138876	Pre-HV:Post-HV	1.0	188	62
62	254	14	0.8822	0.000	164	0.04583873043491318	Pre-HV:Post-HV	-1.0	62	254
62	398	14	0.863	0.000	165	1.9506263089790177	Pre-HV:Post-HV	-1.0	62	398
62	399	14	0.9184	0.000	166	0.1260431160248254	Pre-HV:Post-HV	-1.0	62	399
62	400	14	0.8797	-0.000	167	0.13788726107378516	Pre-HV:Post-HV	1.0	400	62
62	401	14	0.929	-0.000	168	0.21017439008408514	Pre-HV:Post-HV	1.0	401	62
62	679	14	0.8915	-0.000	169	0.02467968410494348	Pre-HV:Post-HV	-1.0	62	679
62	699	14	0.9184	0.000	170	0.1662421244632714	Pre-HV:Post-HV	1.0	699	62
62	777	14	0.9075	0.000	171	0.01788897397863458	Pre-HV:Post-HV	-1.0	62	777
63	183	56	0.6576	21.006	172	0.143014102795838	Pre-HV:Post-HV	-1.0	63	183
64	432	19	0.8342	-0.000	173	0.3271187729415	Pre-HV:Post-HV	-1.0	64	432
64	433	19	0.8045	-0.000	174	0.05631709048118997	Pre-HV:Post-HV	1.0	433	64
64	595	19	1.0	0.000	175	0.04488388395200035	Pre-HV:Post-HV	-1.0	64	595
64	773	19	0.8385	-0.000	176	0.16553452554739187	Pre-HV:Post-HV	1.0	773	64
64	83	19	0.8414	0.000	177	0.14562511376792805	Pre-HV:Post-HV	1.0	83	64
66	134	57	0.8564	0.000	178	0.17987023135628827	Pre-HV:Post-HV	-1.0	66	134
66	251	57	0.9171	0.000	179	0.028774466381513913	Pre-HV:Post-HV	1.0	251	66
67	101	17	0.8455	-58.042	180	0.13054551504708034	Pre-HV:Post-HV	1.0	101	67
67	434	17	0.8519	-0.000	181	0.024882361581958497	Pre-HV:Post-HV	1.0	434	67
67	435	17	0.9222	-0.000	182	0.15770510502458734	Pre-HV:Post-HV	1.0	435	67
67	436	17	0.8293	-0.000	183	0.03209554716814864	Pre-HV:Post-HV	1.0	436	67
67	437	17	0.8993	-0.000	184	0.009317087765157439	Pre-HV:Post-HV	1.0	437	67
67	448	17	0.8542	-58.042	185	0.016940675954513738	Pre-HV:Post-HV	1.0	448	67
67	569	17	0.8993	-0.000	186	0.052058493079333995	Pre-HV:Post-HV	1.0	569	67
67	684	17	0.8265	-58.042	187	0.07381260353591981	Pre-HV:Post-HV	1.0	684	67
67	70	17	1.0	0.000	188	0.10330516629465458	Pre-HV:Post-HV	-1.0	67	70
67	75	17	0.8836	0.000	189	0.08925210041252639	Pre-HV:Post-HV	1.0	75	67
68	276	27	0.761	0.000	190	0.18538064218350592	Pre-HV:Post-HV	-1.0	68	276
68	430	27	0.8286	0.000	191	0.021770297923364188	Pre-HV:Post-HV	-1.0	68	430
68	566	27	0.7685	-0.000	192	0.10465939404007321	Pre-HV:Post-HV	1.0	566	68
68	667	27	0.838	-0.000	193	0.10093813809262338	Pre-HV:Post-HV	1.0	667	68
68	669	27	0.8467	-0.000	194	0.26703253167093166	Pre-HV:Post-HV	1.0	669	68
68	739	27	0.8666	-0.000	195	0.04132481033867591	Pre-HV:Post-HV	-1.0	68	739
69	287	19	0.7982	0.000	196	0.2930693659133701	Pre-HV:Post-HV	1.0	287	69
69	427	19	0.8565	0.000	197	2.125197689586276	Pre-HV:Post-HV	-1.0	69	427
69	428	19	0.8379	0.000	198	0.16554721145045986	Pre-HV:Post-HV	1.0	428	69
69	431	19	0.8796	-0.000	199	0.07540881731168148	Pre-HV:Post-HV	1.0	431	69
69	565	19	0.8797	-0.000	200	0.1069016472372542	Pre-HV:Post-HV	1.0	565	69
